Страна,Название фильма,Год,Жанр,Рейтинг,Индекс
США,Газовый свет,1944,мистика,8,252
США,Газовый свет,1944,триллер,8,252
США,Гамлет,1948,драма,7.9,348
США,Гангстер,2007,драма,7.7,610
США,Гангстер,2007,криминал,7.7,610
США,Гарри Поттер и Дары смерти. Часть вторая,2011,драма,8.3,105
США,Гарри Поттер и Дары смерти. Часть вторая,2011,мистика,8.3,105
США,Гарри Поттер и Дары смерти. Часть вторая,2011,приключения,8.3,105
США,Гарри Поттер и Дары смерти. Часть вторая,2011,семейный,8.3,105
США,Гарри Поттер и Дары смерти. Часть вторая,2011,фэнтези,8.3,105
США,Гарри Поттер и Дары смерти. Часть первая,2010,драма,8.1,240
США,Гарри Поттер и Дары смерти. Часть первая,2010,мистика,8.1,240
США,Гарри Поттер и Дары смерти. Часть первая,2010,приключения,8.1,240
США,Гарри Поттер и Дары смерти. Часть первая,2010,семейный,8.1,240
США,Гарри Поттер и Дары смерти. Часть первая,2010,фэнтези,8.1,240
США,Гарри Поттер и кубок огня,2005,приключения,8.1,215
США,Гарри Поттер и кубок огня,2005,семейный,8.1,215
США,Гарри Поттер и кубок огня,2005,сказка,8.1,215
США,Гарри Поттер и кубок огня,2005,триллер,8.1,215
США,Гарри Поттер и кубок огня,2005,фэнтези,8.1,215
США,Гарри Поттер и Орден Феникса,2007,драма,7.9,413
США,Гарри Поттер и Орден Феникса,2007,приключения,7.9,413
США,Гарри Поттер и Орден Феникса,2007,семейный,7.9,413
США,Гарри Поттер и Орден Феникса,2007,сказка,7.9,413
США,Гарри Поттер и Принц-Полукровка,2008,приключения,7.7,599
США,Гарри Поттер и Принц-Полукровка,2008,семейный,7.7,599
США,Гарри Поттер и Принц-Полукровка,2008,фэнтези,7.7,599
США,Гарри Поттер и Тайная Комната,2002,мистика,8.1,245
США,Гарри Поттер и Тайная Комната,2002,приключения,8.1,245
США,Гарри Поттер и Тайная Комната,2002,семейный,8.1,245
США,Гарри Поттер и Тайная Комната,2002,сказка,8.1,245
США,Гарри Поттер и узник Азкабана,2004,приключения,8.2,163
США,Гарри Поттер и узник Азкабана,2004,семейный,8.2,163
США,Гарри Поттер и узник Азкабана,2004,фэнтези,8.2,163
США,Гарри Поттер и философский камень,2001,приключения,8.1,191
США,Гарри Поттер и философский камень,2001,семейный,8.1,191
США,Гарри Поттер и философский камень,2001,сказка,8.1,191
США,Главный герой,2021,боевик,7.8,538
США,Главный герой,2021,комедия,7.8,538
США,Главный герой,2021,приключения,7.8,538
США,Главный герой,2021,фантастика,7.8,538
США,Гладиатор,2000,боевик,8.6,43
США,Гладиатор,2000,драма,8.6,43
США,Гладиатор,2000,приключения,8.6,43
США,Головоломка,2015,анимация,8,281
США,Головоломка 2,2024,анимация,8.3,91
США,Голодные игры: Баллада о певчих птицах и змеях,2023,боевик,7.6,748
США,Голодные игры: Баллада о певчих птицах и змеях,2023,драма,7.6,748
США,Голодные игры: Баллада о певчих птицах и змеях,2023,приключения,7.6,748
США,Голодные игры: И вспыхнет пламя,2013,боевик,7.6,815
США,Голодные игры: И вспыхнет пламя,2013,триллер,7.6,815
США,Голодные игры: И вспыхнет пламя,2013,фантастика,7.6,815
США,Гонка,2012,биография,8,265
США,Гонка,2012,боевик,8,265
США,Гонка,2012,драма,8,265
США,Гонка,2012,спорт,8,265
США,Горбатая гора,2005,драма,7.5,962
США,Горбатая гора,2005,мелодрама,7.5,962
США,Горбун Собора Парижской Богоматери,1939,драма,8.2,168
США,Гордость и предубеждение,1940,драма,7.7,686
США,Гордость и предубеждение,1940,мелодрама,7.7,686
США,Горничная,2025,триллер,7.7,641
США,Город воров,2010,драма,7.5,937
США,Город воров,2010,криминал,7.5,937
США,Город воров,2010,мелодрама,7.5,937
США,Город воров,2010,триллер,7.5,937
США,Город героев,2014,анимация,8,326
США,Город героев,2014,боевик,8,326
США,Город героев,2014,комедия,8,326
США,Город героев,2014,семейный,8,326
США,Город грехов,2005,боевик,7.9,389
США,Город грехов,2005,драма,7.9,389
США,Город грехов,2005,криминал,7.9,389
США,Город грехов,2005,триллер,7.9,389
США,Город Кошек,2016,документальный,7.6,874
США,Город мальчиков,1938,биография,7.7,661
США,Город мальчиков,1938,драма,7.7,661
США,Город мальчиков,1938,семейный,7.7,661
США,Грабитель с крыши,2025,драма,7.8,543
США,Грабитель с крыши,2025,криминал,7.8,543
США,Гравитация,2013,триллер,7.6,796
США,Гравитация,2013,фантастика,7.6,796
США,Гран Торино,2008,драма,7.9,371
США,Гран Туризмо,2023,боевик,8,279
США,Гран Туризмо,2023,драма,8,279
США,Гран Туризмо,2023,приключения,8,279
США,Грань будущего,2014,боевик,8.2,182
США,Грань будущего,2014,фантастика,8.2,182
США,Гроздья гнева,1940,драма,8.2,141
США,Громовержцы*,2025,боевик,7.7,657
США,Громовержцы*,2025,приключения,7.7,657
США,Громовержцы*,2025,фантастика,7.7,657
США,Далласский клуб покупателей,2013,драма,7.7,600
США,Девушка с татуировкой дракона,2011,криминал,8,322
