Страна,Название фильма,Год,Жанр,Рейтинг,Индекс
США,Собачья жизнь,2017,драма,7.8,544
США,Собачья жизнь,2017,комедия,7.8,544
США,Собачья жизнь 2,2019,семейный,8,274
США,Сокровища Сьерра Мадре,1948,боевик,8.3,107
США,Сокровища Сьерра Мадре,1948,вестерн,8.3,107
США,Сокровища Сьерра Мадре,1948,драма,8.3,107
США,Сокровища Сьерра Мадре,1948,приключения,8.3,107
США,Соник 3 в кино,2024,комедия,8.2,175
США,Соник 3 в кино,2024,приключения,8.2,175
США,Соник 3 в кино,2024,фантастика,8.2,175
США,Сонная лощина,1999,триллер,7.8,496
США,Сонная лощина,1999,ужасы,7.8,496
США,Сонная лощина,1999,фантастика,7.8,496
США,Социальная сеть,2010,драма,7.9,366
США,Социальная сеть,2010,исторический,7.9,366
США,Спасти рядового Райана,1998,боевик,8.2,176
США,Спасти рядового Райана,1998,военный,8.2,176
США,Спасти рядового Райана,1998,драма,8.2,176
США,Спирит: Душа прерий,2002,анимация,7.7,676
США,Спирит: Душа прерий,2002,вестерн,7.7,676
США,Спирит: Душа прерий,2002,приключения,7.7,676
США,Спирит: Душа прерий,2002,семейный,7.7,676
США,Список Шиндлера,1993,биография,8.6,44
США,Список Шиндлера,1993,военный,8.6,44
США,Список Шиндлера,1993,драма,8.6,44
США,Список Шиндлера,1993,исторический,8.6,44
США,Сплит,2016,триллер,7.6,882
США,Стальная хватка,2023,драма,7.6,824
США,Стальная хватка,2023,спорт,7.6,824
США,Старикам тут не место,2007,драма,8,299
США,Старикам тут не место,2007,приключения,8,299
США,Старикам тут не место,2007,триллер,8,299
США,Стражи Галактики,2014,боевик,8.3,125
США,Стражи Галактики,2014,приключения,8.3,125
США,Стражи Галактики,2014,фантастика,8.3,125
США,Стражи Галактики. Часть 2,2017,боевик,8,311
США,Стражи Галактики. Часть 2,2017,фантастика,8,311
США,Стражи Галактики. Часть 3,2023,боевик,8.5,47
США,Стражи Галактики. Часть 3,2023,приключения,8.5,47
США,Стражи Галактики. Часть 3,2023,фантастика,8.5,47
США,Страсти Христовы,2004,драма,7.5,994
США,Судья,2014,драма,7.6,728
США,"Суини Тодд, демон-парикмахер с Флит-стрит",2007,мюзикл,7.6,820
США,"Суини Тодд, демон-парикмахер с Флит-стрит",2007,триллер,7.6,820
США,"Суини Тодд, демон-парикмахер с Флит-стрит",2007,ужасы,7.6,820
США,Суперпитомцы,2022,анимация,7.6,735
США,Суперпитомцы,2022,комедия,7.6,735
США,Суперсемейка 2,2018,анимация,7.8,481
США,Суперсемейка 2,2018,детский,7.8,481
США,Схватка,1995,драма,8.2,165
США,Схватка,1995,криминал,8.2,165
США,Счастливое число Слевина,2006,драма,7.6,900
США,Счастливое число Слевина,2006,триллер,7.6,900
США,Табу,1931,драма,7.7,714
США,Табу,1931,мелодрама,7.7,714
США,Табу,1931,приключения,7.7,714
США,Тайлер Рейк: Операция по спасению 2,2023,боевик,7.8,447
США,Тайлер Рейк: Операция по спасению 2,2023,триллер,7.8,447
США,Тайна Коко,2017,анимация,8.5,49
США,Тайна Коко,2017,приключения,8.5,49
США,Таксист,1976,драма,8,298
США,Таксист,1976,триллер,8,298
США,Тарзан,1999,анимация,7.7,615
США,Тейлор Свифт: The Eras Tour,2023,музыка,8.2,157
США,Телохранитель киллера,2017,боевик,7.6,771
США,Телохранитель киллера,2017,комедия,7.6,771
США,Темный рыцарь,2008,боевик,8.8,12
США,Темный рыцарь,2008,драма,8.8,12
США,Темный рыцарь,2008,мистика,8.8,12
США,Темный рыцарь,2008,триллер,8.8,12
США,Темный рыцарь: Возрождение легенды,2012,боевик,8.4,80
США,Темный рыцарь: Возрождение легенды,2012,драма,8.4,80
США,Темный рыцарь: Возрождение легенды,2012,триллер,8.4,80
США,Тень сомнения,1942,криминал,8,264
США,Тень сомнения,1942,мистика,8,264
США,Тень сомнения,1942,триллер,8,264
США,Терминал,2004,драма,7.8,480
США,Терминал,2004,мелодрама,7.8,480
США,Терминатор,1984,боевик,8.2,170
США,Терминатор,1984,триллер,8.2,170
США,Терминатор,1984,фантастика,8.2,170
США,Терминатор 2: Судный день,1991,боевик,8.7,28
США,Терминатор 2: Судный день,1991,приключения,8.7,28
США,Терминатор 2: Судный день,1991,триллер,8.7,28
США,Терминатор 2: Судный день,1991,фантастика,8.7,28
США,Титаник,1997,драма,8.4,77
США,Титаник,1997,мелодрама,8.4,77
США,Титаник,1997,приключения,8.4,77
США,Тихое место 2,2021,ужасы,7.5,961
США,Только у ангелов есть крылья,1939,драма,7.9,356
США,Только у ангелов есть крылья,1939,мелодрама,7.9,356
США,Только у ангелов есть крылья,1939,приключения,7.9,356
США,Тонкий человек,1934,комедия,8.3,114
США,Тонкий человек,1934,криминал,8.3,114
США,Тонкий человек,1934,мистика,8.3,114
США,Топ Ган: Мэверик,2022,боевик,8.2,136
США,Тор,2011,боевик,7.9,436
США,Тор,2011,драма,7.9,436
США,Тор,2011,приключения,7.9,436
США,Тор 2: Царство тьмы,2013,боевик,7.7,667
США,Тор 2: Царство тьмы,2013,приключения,7.7,667
США,Тор: Рагнарёк,2017,боевик,8.2,156
США,Тор: Рагнарёк,2017,драма,8.2,156
США,Тор: Рагнарёк,2017,фэнтези,8.2,156
США,Трансформеры,2007,боевик,7.7,648
США,Трансформеры,2007,приключения,7.7,648
США,Трансформеры,2007,фантастика,7.7,648
США,Трансформеры: Начало,2024,анимация,8.2,150
США,Трансформеры: Начало,2024,боевик,8.2,150
США,Трансформеры: Начало,2024,приключения,8.2,150
США,Тренировочный день,2001,драма,7.7,630
США,Тренировочный день,2001,криминал,7.7,630
США,Тренировочный день,2001,триллер,7.7,630
США,"Три билборда на границе Эббинга, Миссури",2017,драма,8,266
США,"Три билборда на границе Эббинга, Миссури",2017,криминал,8,266
США,"Три билборда на границе Эббинга, Миссури",2017,триллер,8,266
США,Три дня на побег,2010,драма,7.7,586
США,Три дня на побег,2010,мелодрама,7.7,586
США,Три дня на побег,2010,триллер,7.7,586
США,Троя,2004,исторический,7.9,427
США,Троя,2004,приключения,7.9,427
США,Труп невесты,2005,анимация,7.7,556
США,Труп невесты,2005,сказка,7.7,556
США,Убийцы цветочной луны,2023,вестерн,7.8,485
США,Убийцы цветочной луны,2023,детектив,7.8,485
США,Убийцы цветочной луны,2023,драма,7.8,485
США,Убийцы цветочной луны,2023,исторический,7.8,485
США,Убийцы цветочной луны,2023,криминал,7.8,485
США,Убийцы цветочной луны,2023,триллер,7.8,485
США,Убить Билла,2003,боевик,8.1,247
США,Убить Билла,2003,драма,8.1,247
США,Убить Билла,2003,комедия,8.1,247
США,Убить Билла,2003,криминал,8.1,247
США,Убить Билла,2003,триллер,8.1,247
США,Убить Билла 2,2004,боевик,7.9,416
США,Убить Билла 2,2004,драма,7.9,416
США,Убить Билла 2,2004,криминал,7.9,416
США,Убить Билла 2,2004,триллер,7.9,416
США,Увольнение в город,1949,комедия,7.6,878
США,Увольнение в город,1949,мюзикл,7.6,878
США,Увольнение в город,1949,приключения,7.6,878
США,Удар,1949,драма,7.6,818
США,Удар,1949,криминал,7.6,818
США,Удар,1949,нуар,7.6,818
США,Ужасная правда,1937,комедия,7.5,933
США,Ужасная правда,1937,мелодрама,7.5,933
США,Ультиматум Борна,2007,боевик,7.9,342
США,Ультиматум Борна,2007,драма,7.9,342
США,Ультиматум Борна,2007,приключения,7.9,342
США,Ультиматум Борна,2007,триллер,7.9,342
США,Унесенные ветром,1939,военный,8.3,121
США,Унесенные ветром,1939,мелодрама,8.3,121
США,Университет монстров,2013,анимация,7.8,523
США,Университет монстров,2013,комедия,7.8,523
США,Университет монстров,2013,приключения,7.8,523
США,Университет монстров,2013,семейный,7.8,523
США,Университет монстров,2013,фэнтези,7.8,523
США,Ураган,1937,боевик,7.5,986
США,Ураган,1937,драма,7.5,986
США,Ураган,1937,мелодрама,7.5,986
США,Уродцы,1932,триллер,8.2,181
США,Уродцы,1932,ужасы,8.2,181
США,Утиный суп,1933,комедия,8,324
США,Утиный суп,1933,мюзикл,8,324
США,Учитель на замену,2011,драма,7.7,689
США,Ущелье,2025,боевик,7.7,629
США,Ущелье,2025,мелодрама,7.7,629
США,Фантастические твари и где они обитают,2016,приключения,7.6,799
США,Фантастические твари и где они обитают,2016,семейный,7.6,799
США,Фантастические твари и где они обитают,2016,фэнтези,7.6,799
США,Филадельфийская история,1940,комедия,8.1,216
США,Филадельфийская история,1940,мелодрама,8.1,216
США,Флэш,2023,боевик,7.5,934
США,Флэш,2023,драма,7.5,934
США,Флэш,2023,приключения,7.5,934
США,Флэш,2023,фантастика,7.5,934
США,Флэш,2023,фэнтези,7.5,934
США,Формула 1,2025,спорт,8.6,41
США,Форрест Гамп,1994,драма,8.7,23
США,Форрест Гамп,1994,комедия,8.7,23
США,Форрест Гамп,1994,мелодрама,8.7,23
США,Форсаж 5,2011,боевик,7.8,510
США,Форсаж 5,2011,приключения,7.8,510
США,Форсаж 7,2015,боевик,7.5,981
США,Форсаж 7,2015,криминал,7.5,981
США,Форсаж 7,2015,триллер,7.5,981
США,Франкенштейн,1931,мистика,8,293
США,Франкенштейн,1931,ужасы,8,293
США,Фуриоса: Хроники Безумного Макса,2024,боевик,8.1,239
США,Хатико: самый верный друг,2009,драма,8.5,53
США,Хатико: самый верный друг,2009,семейный,8.5,53
США,Хеллбой 2: Золотая армия,2008,боевик,7.7,682
США,Хеллбой 2: Золотая армия,2008,драма,7.7,682
США,Хеллбой 2: Золотая армия,2008,приключения,7.7,682
США,Хеллбой 2: Золотая армия,2008,ужасы,7.7,682
США,Хеллбой 2: Золотая армия,2008,фантастика,7.7,682
США,Хеллбой: Герой из пекла,2004,комедия,7.9,349
США,Хищник,1987,боевик,7.8,466
США,Хищник,1987,триллер,7.8,466
США,Хищник,1987,ужасы,7.8,466
США,Хищник,1987,фантастика,7.8,466
США,Хищник: Планета смерти,2025,фантастика,8.1,204
США,Хоббит: Битва пяти воинств,2014,приключения,7.8,524
США,Хоббит: Битва пяти воинств,2014,фэнтези,7.8,524
США,Хоббит: Нежданное путешествие,2012,приключения,8.2,183
США,Хоббит: Нежданное путешествие,2012,фэнтези,8.2,183
США,Хоббит: Пустошь Смауга,2013,драма,8,276
США,Хоббит: Пустошь Смауга,2013,приключения,8,276
США,Хоббит: Пустошь Смауга,2013,фэнтези,8,276
США,Холодное сердце,2013,анимация,8,325
США,Холодное сердце,2013,приключения,8,325
США,Холодное сердце,2013,семейный,8,325
США,Холодное сердце 2,2019,анимация,7.7,710
США,Холодное сердце 2,2019,детский,7.7,710
США,Холодное сердце 2,2019,семейный,7.7,710
США,Холостяк и девчонка,1947,комедия,7.7,690
США,Холостяк и девчонка,1947,мелодрама,7.7,690
США,Храбрая сердцем,2012,анимация,7.6,786
США,Храбрая сердцем,2012,семейный,7.6,786
США,Храброе сердце,1995,биография,8.5,64
США,Храброе сердце,1995,боевик,8.5,64
США,Храброе сердце,1995,военный,8.5,64
США,Храброе сердце,1995,драма,8.5,64
США,Хранители,2009,боевик,7.6,722
США,Хранители,2009,драма,7.6,722
США,Хранители,2009,триллер,7.6,722
США,Хранители,2009,фантастика,7.6,722
США,Хранители,2009,фэнтези,7.6,722
США,Хранители снов,2012,анимация,7.6,777
США,Хранители снов,2012,приключения,7.6,777
США,Хранители снов,2012,семейный,7.6,777
США,Хэнкок,2008,боевик,7.5,991
США,Хэнкок,2008,комедия,7.5,991
США,Хэнкок,2008,фантастика,7.5,991
США,Царство небесное,2005,военный,7.7,684
США,Царство небесное,2005,драма,7.7,684
США,Царство небесное,2005,мелодрама,7.7,684
США,Цирк,1928,комедия,8.2,142
США,Час пик,1998,боевик,7.7,645
США,Час пик,1998,комедия,7.7,645
США,Час пик,1998,триллер,7.7,645
США,Час пик 2,2001,боевик,7.5,959
США,Час пик 2,2001,комедия,7.5,959
США,Час пик 2,2001,приключения,7.5,959
США,Час пик 2,2001,триллер,7.5,959
США,Чего хотят женщины,2000,комедия,7.6,832
США,Чего хотят женщины,2000,мелодрама,7.6,832
США,Человек дождя,1988,драма,8.1,212
США,Человек из стали,2013,боевик,7.9,439
США,Человек из стали,2013,приключения,7.9,439
США,Человек из стали,2013,фантастика,7.9,439
США,Человек из стали,2013,фэнтези,7.9,439
США,"Человек, который изменил все",2011,драма,7.6,873
США,Человек-муравей,2015,боевик,7.9,384
США,Человек-муравей,2015,фантастика,7.9,384
США,Человек-муравей и Оса,2018,боевик,7.6,774
США,Человек-муравей и Оса,2018,приключения,7.6,774
США,Человек-муравей и Оса,2018,фантастика,7.6,774
США,Человек-невидимка,1933,драма,7.8,474
США,Человек-невидимка,1933,триллер,7.8,474
США,Человек-невидимка,1933,ужасы,7.8,474
США,Человек-невидимка,1933,фантастика,7.8,474
США,Человек-паук,2002,боевик,8.2,135
США,Человек-паук,2002,приключения,8.2,135
США,Человек-паук,2002,триллер,8.2,135
США,Человек-паук,2002,фантастика,8.2,135
США,Человек-паук 2,2004,боевик,8.1,197
США,Человек-паук 2,2004,приключения,8.1,197
США,Человек-паук 2,2004,фантастика,8.1,197
США,Человек-паук: Вдали от дома,2019,боевик,7.9,381
США,Человек-паук: Вдали от дома,2019,фантастика,7.9,381
США,Человек-паук: Возвращение домой,2017,боевик,7.8,470
США,Человек-паук: Возвращение домой,2017,приключения,7.8,470
США,Человек-паук: Возвращение домой,2017,фантастика,7.8,470
США,Человек-паук: Нет пути домой,2021,боевик,8.5,46
США,Человек-паук: Нет пути домой,2021,приключения,8.5,46
США,Человек-паук: Нет пути домой,2021,фантастика,8.5,46
США,Человек-Паук: Паутина Вселенных,2022,анимация,8.7,22
США,Человек-Паук: Паутина Вселенных,2022,боевик,8.7,22
США,Человек-Паук: Паутина Вселенных,2022,приключения,8.7,22
США,Человек-паук: Через вселенные,2018,анимация,8.3,120
США,Человек-паук: Через вселенные,2018,приключения,8.3,120
США,Человек-паук: Через вселенные,2018,фантастика,8.3,120
США,Чемпион,1915,комедия,7.5,966
США,Чемпион,1915,короткометражный,7.5,966
США,Чемпион,1915,спорт,7.5,966
США,Чемпион,1950,драма,7.8,528
США,Чемпион,1950,мелодрама,7.8,528
США,Чемпион,1950,нуар,7.8,528
США,Чемпион,1950,спорт,7.8,528
США,Черепашки-ниндзя: Погром мутантов,2023,анимация,7.6,828
США,Черепашки-ниндзя: Погром мутантов,2023,боевик,7.6,828
США,Черепашки-ниндзя: Погром мутантов,2023,приключения,7.6,828
США,Черная Пантера,2018,боевик,7.7,627
США,Черная Пантера,2018,драма,7.7,627
США,Черная Пантера,2018,фантастика,7.7,627
США,Черная Пантера: Ваканда навеки,2022,боевик,7.6,875
США,Черная Пантера: Ваканда навеки,2022,приключения,7.6,875
США,Черная Пантера: Ваканда навеки,2022,фантастика,7.6,875
США,Черный лебедь,2010,драма,8.1,243
США,Черный лебедь,2010,триллер,8.1,243
США,Чтец,2008,военный,7.8,479
США,Чтец,2008,драма,7.8,479
США,Чтец,2008,исторический,7.8,479
США,Чтец,2008,мелодрама,7.8,479
США,Чтец,2008,триллер,7.8,479
США,Чудо на Гудзоне,2016,биография,7.6,811
США,Чудо на Гудзоне,2016,драма,7.6,811
США,Чудо-женщина,2017,боевик,7.7,656
США,Чудо-женщина,2017,приключения,7.7,656
США,Чудо-женщина,2017,фантастика,7.7,656
США,Чужестранец,1946,драма,7.8,527
США,Чужестранец,1946,криминал,7.8,527
США,Чужестранец,1946,нуар,7.8,527
США,Чужестранец,1946,триллер,7.8,527
США,Чужие,1986,боевик,8.3,103
США,Чужие,1986,триллер,8.3,103
США,Чужие,1986,ужасы,8.3,103
США,Чужие,1986,фантастика,8.3,103
США,Чужой,1979,триллер,8.4,74
США,Чужой,1979,ужасы,8.4,74
США,Чужой,1979,фантастика,8.4,74
США,Шазам!,2019,боевик,7.5,923
США,Шазам!,2019,фантастика,7.5,923
США,Шазам!,2019,фэнтези,7.5,923
США,Шанхайский экспресс,1932,драма,7.8,484
США,Шанхайский экспресс,1932,мелодрама,7.8,484
США,Шанхайский экспресс,1932,приключения,7.8,484
США,Шан-Чи и легенда десяти колец,2021,боевик,8,292
США,Шан-Чи и легенда десяти колец,2021,комедия,8,292
США,Шан-Чи и легенда десяти колец,2021,фэнтези,8,292
США,Шерлок Холмс,2009,боевик,8,329
США,Шерлок Холмс,2009,драма,8,329
США,Шерлок Холмс,2009,криминал,8,329
США,Шерлок Холмс,2009,мистика,8,329
США,Шерлок Холмс,2009,приключения,8,329
США,Шерлок Холмс: Игра теней,2011,криминал,7.8,459
США,Шерлок Холмс: Игра теней,2011,приключения,7.8,459
США,Шестое чувство,1999,документальный,8,331
США,Шестое чувство,1999,мистика,8,331
США,Шестое чувство,1999,триллер,8,331
США,Шоколад,2000,драма,7.7,701
США,Шоколад,2000,комедия,7.7,701
США,Шоколад,2000,мелодрама,7.7,701
США,Шоу Трумана,1998,драма,8.1,211
США,Шоу Трумана,1998,фантастика,8.1,211
США,Шпионский мост,2015,драма,7.5,911
США,Шпионский мост,2015,триллер,7.5,911
США,Шрэк,2001,анимация,8.3,123
США,Шрэк,2001,комедия,8.3,123
США,Шрэк,2001,семейный,8.3,123
США,Шрэк 2,2004,анимация,7.9,359
США,Шрэк 2,2004,комедия,7.9,359
США,Шрэк 2,2004,приключения,7.9,359
США,Шрэк 2,2004,семейный,7.9,359
США,Шрэк 2,2004,сказка,7.9,359
США,Эверест,2019,анимация,7.7,601
США,Эдвард руки-ножницы,1990,драма,7.9,435
США,Эдвард руки-ножницы,1990,комедия,7.9,435
США,Эдвард руки-ножницы,1990,мелодрама,7.9,435
США,Эдвард руки-ножницы,1990,сказка,7.9,435
США,Эквилибриум,2002,триллер,7.7,591
США,Эквилибриум,2002,фантастика,7.7,591
США,Экипаж,2012,драма,7.6,835
США,Элементарно,2023,анимация,8,290
США,Элементарно,2023,комедия,8,290
США,Элементарно,2023,приключения,8,290
США,Энканто,2021,анимация,7.8,507
США,Энканто,2021,комедия,7.8,507
США,Энканто,2021,приключения,7.8,507
США,Эта замечательная жизнь,1946,драма,8.1,207
США,Эта замечательная жизнь,1946,семейный,8.1,207
США,Эта замечательная жизнь,1946,фантастика,8.1,207
США,Это случилось однажды ночью,1934,комедия,7.6,853
США,Это случилось однажды ночью,1934,мелодрама,7.6,853
США,Эффект бабочки,2004,драма,7.9,409
США,Эффект бабочки,2004,триллер,7.9,409
США,Эффект бабочки,2004,фантастика,7.9,409
США,Я - легенда,2007,драма,7.9,415
США,Я - легенда,2007,ужасы,7.9,415
США,Я - легенда,2007,фантастика,7.9,415
США,Я иду искать 2,2026,комедия,7.9,432
США,Я иду искать 2,2026,триллер,7.9,432
США,Я иду искать 2,2026,ужасы,7.9,432
США,"Я, робот",2004,приключения,7.7,658
США,"Я, робот",2004,триллер,7.7,658
США,"Я, робот",2004,фантастика,7.7,658
Турция,Город Кошек,2016,документальный,7.6,874
Финляндия,Догвилль,2003,драма,7.6,790
Финляндия,Догвилль,2003,триллер,7.6,790
Финляндия,Мои мамы,2005,драма,7.7,563
Франция,1+1,2011,биография,8.7,24
Франция,1+1,2011,драма,8.7,24
Франция,1+1,2011,комедия,8.7,24
Франция,2+1,2016,драма,7.6,757
Франция,2+1,2016,комедия,7.6,757
Франция,2+1,2016,мелодрама,7.6,757
Франция,2+1,2016,семейный,7.6,757
Франция,Амели,2001,комедия,7.9,401
Франция,Амели,2001,мелодрама,7.9,401
Франция,Анатомия падения,2023,драма,7.6,869
Франция,Анатомия падения,2023,криминал,7.6,869
Франция,Анатомия падения,2023,триллер,7.6,869
Франция,Ангел А,2005,комедия,7.6,729
Франция,Ангел А,2005,мелодрама,7.6,729
Франция,Артист,2011,мелодрама,7.8,468
Франция,Аталанта,1934,драма,7.7,623
Франция,Аталанта,1934,мелодрама,7.7,623
Франция,Балерина,2017,анимация,7.5,993
Франция,Балерина,2017,семейный,7.5,993
Франция,Бальная записная книжка,1937,драма,7.9,404
Франция,Белая лента,2009,военный,7.7,698
Франция,Белая лента,2009,драма,7.7,698
Франция,Билли Эллиот,2000,драма,7.5,946
Франция,Билли Эллиот,2000,комедия,7.5,946
Франция,Великая иллюзия,1937,военный,8.2,144
Франция,Великая иллюзия,1937,драма,8.2,144
Франция,Восемь с половиной,1963,драма,7.7,674
Франция,Герой,2021,драма,7.9,417
Франция,Герой,2021,триллер,7.9,417
Франция,Гордость и предубеждение,2005,драма,7.9,434
Франция,Гордость и предубеждение,2005,мелодрама,7.9,434
Франция,Господин Никто,2009,драма,8,321
Франция,Господин Никто,2009,мелодрама,8,321
Франция,Господин Никто,2009,фантастика,8,321
Франция,Господин Никто,2009,фэнтези,8,321
Франция,Граф Монте-Кристо,1954,драма,7.6,896
Франция,Граф Монте-Кристо,1954,мелодрама,7.6,896
Франция,Граф Монте-Кристо,1954,приключения,7.6,896
Франция,Граф Монте-Кристо,2024,боевик,8.2,148
Франция,Граф Монте-Кристо,2024,драма,8.2,148
Франция,Граф Монте-Кристо,2024,приключения,8.2,148
Франция,Другие,2001,драма,7.6,753
Франция,Другие,2001,мистика,7.6,753
Франция,Другие,2001,триллер,7.6,753
Франция,Другие,2001,ужасы,7.6,753
Франция,Другие,2001,фантастика,7.6,753
Франция,Дюнкерк,2017,военный,7.8,550
Франция,Дюнкерк,2017,драма,7.8,550
Франция,Дюнкерк,2017,исторический,7.8,550
Франция,Жанна Дюбарри,2023,биография,7.6,850
Франция,Жанна Дюбарри,2023,драма,7.6,850
Франция,Жанна Дюбарри,2023,исторический,7.6,850
Франция,Жизнь Адель,2013,драма,7.5,928
Франция,Жизнь Адель,2013,мелодрама,7.5,928
Франция,Жизнь в розовом цвете,2007,биография,7.6,759
Франция,Жизнь в розовом цвете,2007,драма,7.6,759
Франция,Жизнь в розовом цвете,2007,мюзикл,7.6,759
Франция,Заложница,2008,боевик,8,268
Франция,Заложница,2008,триллер,8,268
Франция,Зомби по имени Шон,2004,комедия,7.7,699
Франция,Зомби по имени Шон,2004,ужасы,7.7,699
Франция,Иллюзионист,2009,анимация,7.5,929
Франция,Исходный код,2011,драма,7.8,518
Франция,Исходный код,2011,фантастика,7.8,518
Франция,Камера 211: Зона,2009,боевик,7.6,716
Франция,Камера 211: Зона,2009,драма,7.6,716
Франция,Капернаум,2018,драма,8.3,108
Франция,Леди Баг и Супер-Кот: пробуждение силы,2023,анимация,7.6,893
Франция,Леди Баг и Супер-Кот: пробуждение силы,2023,семейный,7.6,893
Франция,Леон,1994,драма,8.6,38
Франция,Леон,1994,криминал,8.6,38
Франция,Леон,1994,триллер,8.6,38
Франция,Маленький принц,2015,анимация,7.5,979
Франция,Маленький принц,2015,фэнтези,7.5,979
Франция,Малхолланд Драйв,2001,драма,7.7,559
Франция,Малхолланд Драйв,2001,мистика,7.7,559
Франция,Малхолланд Драйв,2001,триллер,7.7,559
Франция,Мама,1976,мюзикл,7.7,675
Франция,Мама,1976,семейный,7.7,675
Франция,Мама,1976,сказка,7.7,675
Франция,Маменькины сынки,1953,драма,7.7,665
Франция,Марс Экспресс,2023,анимация,7.7,668
Франция,Марс Экспресс,2023,боевик,7.7,668
Франция,Марс Экспресс,2023,детектив,7.7,668
Франция,Месье Азнавур,2024,биография,7.7,626
Франция,Месье Азнавур,2024,драма,7.7,626
Франция,Месье Азнавур,2024,музыка,7.7,626
Франция,Метод исключения,2025,драма,8,288
Франция,Метод исключения,2025,комедия,8,288
Франция,Метод исключения,2025,криминал,8,288
Франция,Набережная туманов,1938,драма,7.9,373
Франция,Набережная туманов,1938,криминал,7.9,373
Франция,Нелюбовь,2017,драма,7.5,969
Франция,Океаны,2009,документальный,7.8,513
Франция,Океаны,2009,драма,7.8,513
Франция,Осенняя соната,1978,драма,8.3,94
Франция,Осенняя соната,1978,мюзикл,8.3,94
Франция,Острые козырьки: Бессмертный человек,2026,боевик,7.5,908
Франция,Острые козырьки: Бессмертный человек,2026,драма,7.5,908
Франция,Острые козырьки: Бессмертный человек,2026,исторический,7.5,908
Франция,Острые козырьки: Бессмертный человек,2026,криминал,7.5,908
Франция,Отец,2020,драма,8.2,171
Франция,Парфюмер: история одного убийцы,2006,драма,7.7,647
Франция,Парфюмер: история одного убийцы,2006,триллер,7.7,647
Франция,Побег,2021,анимация,8,314
Франция,Побег,2021,документальный,8,314
Франция,Побег,2021,драма,8,314
Франция,Прекрасная эпоха,2019,драма,7.6,899
Франция,Прекрасная эпоха,2019,комедия,7.6,899
Франция,Приключения Паддингтона 2,2017,приключения,7.9,440
Франция,Приключения Паддингтона 2,2017,семейный,7.9,440
Франция,Приключения Паддингтона 2,2017,фэнтези,7.9,440
Франция,Приключения Паддингтона 3,2024,анимация,7.6,851
Франция,Приключения Паддингтона 3,2024,комедия,7.6,851
Франция,Приключения Паддингтона 3,2024,приключения,7.6,851
Франция,Профессионал,1981,боевик,7.5,980
Франция,Профессионал,1981,триллер,7.5,980
Франция,Прошлое,2013,детектив,7.5,990
Франция,Прошлое,2013,драма,7.5,990
Франция,Пятый элемент,1997,боевик,8.1,205
Франция,Пятый элемент,1997,мелодрама,8.1,205
Франция,Пятый элемент,1997,приключения,8.1,205
Франция,Пятый элемент,1997,триллер,8.1,205
Франция,Пятый элемент,1997,фантастика,8.1,205
Франция,Расправь крылья,2019,приключения,7.6,781
Франция,Расправь крылья,2019,семейный,7.6,781
Франция,Рейд,2011,боевик,7.6,871
Франция,Рейд,2011,криминал,7.6,871
Франция,Рейд,2011,триллер,7.6,871
Франция,Сибирский цирюльник,1998,драма,7.7,706
Франция,Сибирский цирюльник,1998,исторический,7.7,706
Франция,Сибирский цирюльник,1998,мелодрама,7.7,706
Франция,Скафандр и бабочка,2007,биография,7.7,708
Франция,Скафандр и бабочка,2007,драма,7.7,708
Франция,Скромное обаяние буржуазии,1972,драма,7.7,702
Франция,Скромное обаяние буржуазии,1972,комедия,7.7,702
Франция,Скромное обаяние буржуазии,1972,фэнтези,7.7,702
Франция,Сладкая жизнь,1959,драма,8,297
Франция,Сладкая жизнь,1959,комедия,8,297
Франция,Страсти Жанны Д'Арк,1928,документальный,7.9,354
Франция,Страсти Жанны Д'Арк,1928,исторический,7.9,354
Франция,Терминатор 2: Судный день,1991,боевик,8.7,28
Франция,Терминатор 2: Судный день,1991,приключения,8.7,28
Франция,Терминатор 2: Судный день,1991,триллер,8.7,28
Франция,Терминатор 2: Судный день,1991,фантастика,8.7,28
Франция,Трио из Бельвилля,2003,анимация,7.7,625
Франция,Трио из Бельвилля,2003,комедия,7.7,625
Франция,Худший человек на свете,2021,драма,7.7,670
Франция,Худший человек на свете,2021,комедия,7.7,670
Франция,Худший человек на свете,2021,мелодрама,7.7,670
Черногория,Мотылек,2017,биография,7.6,717
Черногория,Мотылек,2017,драма,7.6,717
Черногория,Мотылек,2017,криминал,7.6,717
Чехия,Жизнь в розовом цвете,2007,биография,7.6,759
Чехия,Жизнь в розовом цвете,2007,драма,7.6,759
Чехия,Жизнь в розовом цвете,2007,мюзикл,7.6,759
Чехия,Идентификация Борна,2002,триллер,7.8,458
Чехия,Иллюзионист,2006,драма,7.7,577
Чехия,Иллюзионист,2006,мелодрама,7.7,577
Чехия,Иллюзионист,2006,приключения,7.7,577
Чехия,Казино Рояль,2006,боевик,8,309
Чехия,Казино Рояль,2006,приключения,8,309
Чехия,Казино Рояль,2006,триллер,8,309
Чехия,Сибирский цирюльник,1998,драма,7.7,706
Чехия,Сибирский цирюльник,1998,исторический,7.7,706
Чехия,Сибирский цирюльник,1998,мелодрама,7.7,706
Швейцария,Океаны,2009,документальный,7.8,513
Швейцария,Океаны,2009,драма,7.8,513
Швеция,Вторая жизнь Уве,2015,драма,7.6,745
Швеция,Вторая жизнь Уве,2015,комедия,7.6,745
Швеция,Деньги господина Арне,1919,драма,7.7,570
